I,TickerYahoo,Isin,Name,Company
I,02P.DE,DE000A0AFGF3,PEARL GOLD AG,Xetra
I,0NF.DE,CA64157D1087,NEW AGE FARM INC.,Xetra
I,0UB.DE,CH0244767585,UBS GROUP AG SF -.10,Xetra
I,17E.DE,EE3100006040,PRO KAPITAL GRUPP EO 0.20,Xetra
I,1AF.DE,CA00830Q1081,AFFINOR GROWERS INC.,Xetra
I,1AG.DE,CA0102931080,ALABAMA GRAPHITE CORP.,Xetra
I,1CB.DE,AU000000CDB1,CONDOR BLANCO MINES LTD,Xetra
I,1COV.DE,DE0006062144,Covestro AG,Xetra
I,1FC.DE,AT00000FACC2,FACC AG INH.AKT.,Xetra
I,1MR.DE,CA0203981034,ALMONTY INDUSTRIES INC.,Xetra
I,1NBA.DE,BE0974293251,ANHEUSER-BUSCH INBEV,Xetra
I,1PL.DE,DE000PLD5558,POWERLAND AG,Xetra
I,1Q7.DE,CH0404880129,ASMALLWORLD AG SF 1,Xetra
I,1T2.DE,AT0000A25W06,VST BUILDING TECHS AG,Xetra
I,2GB.DE,DE000A0HL8N9,2G ENERGY AG,Xetra
I,2HRA.DE,DE000A2E4T77,H+R KGAA INH. O.N.,Xetra
I,2IF.DE,JE00B3WJHK45,INFORMA PLC LS -.001,Xetra
I,2QU.DE,DE000A2BPNB1,ONOFF AG INH O.N.,Xetra
I,2U3.DE,CH0432492467,ALCON AG NAM. SF -.04,Xetra
I,333.DE,DE000A1YDDM9,DECHENG TECHNOLOGY AG,Xetra
I,36P.DE,KYG7091M1096,PHOENIX GRP HLDG.EO-.0001,Xetra
I,3BG.DE,CH0033361673,U-BLOX HOLDING NAM.SF-.90,Xetra
I,3P7.DE,DK0060252690,PANDORA A/S DK 1,Xetra
I,3VZ1.DE,CH0126286316,FILMCONFECT AG,Xetra
I,4BRZ.DE,DE000A0Q4R85,ISH.MSCI.BRAZIL U.ETF DE,Xetra
I,4BSB.DE,DE000A2YN801,4BASEBIO AG NA O.N.,Xetra
I,4DS.DE,DE0007830572,DALDRUP & SOEHNE AG,Xetra
I,4SM.DE,NO0010187032,SEVAN MARINE ASA NK 4,Xetra
I,4WM.DE,CH0039402646,WORLD MARKETS AG,Xetra
I,4XT.DE,CA98421R1055,XPHYTO THERAPEUTICS,Xetra
I,5AB.DE,DE000A0M6M79,ASIAN BAMBOO AG,Xetra
I,5PS.DE,CY0100470919,PROSAFE SE EO-.25,Xetra
I,5WP.DE,CA92935A2039,WPC RESOURCES INC.,Xetra
I,690D.DE,CNE1000031C1,QINGDAO HAIER CO. D YC 1,Xetra
I,7KT.DE,DE000A0DN1J4,KTG AGRAR AG,Xetra
I,8GC.DE,JE00B4T3BW64,GLENCORE PLC DL -.01,Xetra
I,8GS.DE,DE000A1EL8Y8,CHINA SPECIALTY GLASS AG,Xetra
I,8S9.DE,DE000A1PHEL8,SNOWBIRD AG,Xetra
I,8TRA.DE,DE000TRAT0N7,TRATON SE INH O.N.,Xetra
I,93M.DE,DE000A0L1H32,MPH MITT.PHARMA HLDG,Xetra
I,99SC.DE,DE000A1K03W5,SOC.COMM.GRP SE O.N.,Xetra
I,9TS.DE,DE000A2PXQD4,TUBESOLAR AG INH O.N.,Xetra
I,9VD.DE,CA92258K1012,VELOCITY DATA INC.,Xetra
I,A1OS.DE,DE0005110001,ALL FOR ONE STEEB AG,Xetra
I,A4Y.DE,DE000A0KFKB3,ACCENTRO R.EST.AG O.N.,Xetra
I,A6T.DE,DE0005209589,ARTEC TECHNOLOGIES AG,Xetra
I,A7A.DE,DE0001218063,ALTIRA AG,Xetra
I,A8A.DE,DE000A0B9N37,ARAGON AG,Xetra
I,A8B.DE,KYG037AX1015,AMBARELLA INC.,Xetra
I,AA9.DE,SE0000695876,ALFA LAVAL AB SK 2.5,Xetra
I,AAD.DE,DE0005093108,AMADEUS FIRE AG,Xetra
I,AAG.DE,DE000A2DAM03,Aumann AG,Xetra
I,AAGN.DE,DE0005155030,INTEGRALIS AG,Xetra
I,AAQ.DE,DE0005066609,AAP IMPLANTATE AG,Xetra
I,AB9.DE,DE0005760029,ABO WIND AG O.N.,Xetra
I,ABA.DE,DE0006209901,ALBA SE O.N.,Xetra
I,ABJ.DE,CH0012221716,ABB LTD,Xetra
I,ABR.DE,CA0679011084,BARRICK GOLD CORP,Xetra
I,ABS2.DE,AT0000609607,PORR AG,Xetra
I,ACOA.DE,SE0000101032,ATLAS COPCO A FREE,Xetra
I,ACOB.DE,SE0000122467,ATLAS COPCO B FREE,Xetra
I,ACT.DE,DE000A2YNT30,ACTELION LTD,Xetra
I,ACWN.DE,DE000A1TNNN5,A.S.CREATION TAPETEN NA,Xetra
I,ACX.DE,DE000A0DNAY5,BET-AT-HOME.COM AG,Xetra
I,AD1.DE,DE000A161440,Auden AG,Xetra
I,ADD.DE,DE000A1H8MU2,ADLER MODEMAERKTE AG,Xetra
I,ADE.DE,DE000A1TNV91,Bitcoin Group SE,Xetra
I,ADI1.DE,CH0012138605,ADECCO SA,Xetra
I,ADL.DE,DE0005008007,ADLER REAL ESTATE AG,Xetra
I,ADN1.DE,DE000A0Z23Q5,ADESSO AG,Xetra
I,ADS.DE,DE000A1EWWW0,ADIDAS AG,Xetra
I,ADV.DE,DE0005103006,ADVA AG OPTICAL NETWORKING,Xetra
I,AEI.DE,DE0005086300,ALLGEIER HOLDING AG,Xetra
I,AEIA.DE,DE000A2YNUT5,ALLGEIER SE O.N. JGE,Xetra
I,AEIN.DE,DE000A2GS633,ALLGEIER SE NA O.N.,Xetra
I,AFX.DE,DE0005313704,CARL ZEISS MEDITEC AG,Xetra
I,AGB2.DE,AT000AGRANA3,AGRANA BET.AG INH.,Xetra
I,AGE.DE,BE0003755692,AGFA-GEVAERT NV,Xetra
I,AHG1.DE,CA74624B2057,PURE ENERGY MINLS,Xetra
I,AIXA.DE,DE000A0WMPJ6,AIXTRON SE NA,Xetra
I,AIXB.DE,DE000A254229,AIXTRON SE ADR REG.-SHS 1,Xetra
I,AIXN.DE,DE000A2TSNX1,AIXTRON SE NA O.N. NEUE,Xetra
I,AJ91.DE,DE000A1A6WE6,DOCCHECK AG,Xetra
I,ALG.DE,DE0006569403,ALBIS LEASING AG,Xetra
I,ALV.DE,DE0008404005,ALLIANZ SE,Xetra
I,ALVN.DE,DE000A3H23N4,ALLIANZ SE NA O.N. NEUE,Xetra
I,ALZB.DE,SE0000255648,ASSA-ABLOY AB B SK 1,Xetra
I,AM3D.DE,DE000A111338,SLM SOLUTIONS GRP AG,Xetra
I,AM8.DE,AT00000AMAG3,AMAG AUSTRIA METALL INH.,Xetra
I,AMMN.DE,DE000A2GSVV5,GROUNDS R.EST. NA O.N.,Xetra
I,ANGA.DE,CH0110240600,ARBONIA AG NA.SF4.20,Xetra
I,ANN.DE,DE000A1ML7J1,Inccorect please use VNA.DE,Xetra
I,ANO.DE,DE0007788408,ALNO AG,Xetra
I,AOF.DE,DE0005104400,ATOSS SOFTWARE AG,Xetra
I,AOX.DE,DE000A0LD2U1,ALSTRIA OFFICE REIT-AG,Xetra
I,APE.DE,CH0029850754,ADDEX THERAPEUTICS SF 1,Xetra
I,AR4.DE,DE000A0JK2A8,AURELIUS AG,Xetra
I,ARL.DE,DE0005408116,AAREAL BANK AG,Xetra
I,ARO.DE,DE0006275001,ARCANDOR AG,Xetra
I,ART.DE,DE000A1K0375,ARTNET AG,Xetra
I,ASKN.DE,DE000A2E3707,ASKNET SOLUT.AG NA O.N.,Xetra
I,ASL.DE,DE000A2JNWZ9,AKASOL AG INH. O.N.,Xetra
I,ATF.DE,DE0005487953,ALPHAFORM AG,Xetra
I,AU2.DE,DE000A2BPL90,AGRARIUS AG,Xetra
I,AUS.DE,AT0000969985,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK AG,Xetra
I,AV7.DE,DE0005088900,AVW IMMOBILIEN AG,Xetra
I,AVES.DE,DE000A168114,AVES ONE AG O.N.,Xetra
I,AZ2.DE,AT0000730007,ANDRITZ AG,Xetra
I,B4B.DE,DE000BFB0019,METRO AG ST O.N.,Xetra
I,B4B3.DE,DE000BFB0027,METRO AG VZO O.N.,Xetra
I,B5A.DE,DE0005168108,BAUER AG,Xetra
I,B5SK.DE,DE000A1YDEE4,BERLINER SYNCHRON AG O.N.,Xetra
I,B7E.DE,DE000A0JM2M1,BLUE CAP AG,Xetra
I,B7GN.DE,BMG9457E2002,GOLD BAR D.+CO.NEWDL-0001,Xetra
I,B7J.DE,FI0009015309,SRV YHTIOET OYJ,Xetra
I,B8A.DE,DE0002605557,BAVARIA INDUSTRIEKAPITAL AG,Xetra
I,B8F.DE,DE0006046113,BIOFRONTERA AG,Xetra
I,BAS.DE,DE000BASF111,BASF SE,Xetra
I,BAT.DE,PTBES0AM0007,BES SA PORT.NOM.+P.REG.,Xetra
I,BAYN.DE,DE000BAY0017,BAYER AG,Xetra
I,BBDB.DE,CA0977512007,BOMBARDIER INC,Xetra
I,BBZA.DE,CH0038389992,BBBIOTECHAG,Xetra
I,BC8.DE,DE0005158703,BECHTLE AG,Xetra
I,BCK.DE,MT0000580101,SOLIDARE REAL E.H.PLC EO1,Xetra
I,BCLN.DE,CH0009002962,BARRY CALLEBAUT AG,Xetra
I,BDT.DE,DE0005232805,BERTRANDT AG,Xetra
I,BEI.DE,DE0005200000,BEIERSDORF AG,Xetra
I,BEON.DE,AT0000A0ZHT2,BEKO HLDG AG NAM.,Xetra
I,BEZ.DE,DE0005201602,BERENTZEN-GRP.AG,Xetra
I,BEZ3.DE,DE0005201636,BERENTZEN-GRUPPE AG,Xetra
I,BGX.DE,BG9000011163,EXPAT BUL.SOFIX UCITS ETF,Xetra
I,BHP1.DE,AU000000BHP4,BHP BILLITON DL -.50,Xetra
I,BIJ.DE,DE0005229504,BIJOU BRIGITTE AG,Xetra
I,BIO.DE,DE0005227201,BIOTEST AG,Xetra
I,BIO3.DE,DE0005227235,BIOTEST AG,Xetra
I,BIW.DE,DE0005227342,KWG KOMMUNALE WOHNEN AG,Xetra
I,BK8N.DE,BE0974258874,BEKAERT P.S.,Xetra
I,BKHT.DE,DE000A2GSU42,BROCKHAUS CAPITAL MGMT ON,Xetra
I,BKN.DE,CA0641491075,BK NOVA SCOTIA,Xetra
I,BLON.DE,CH0012410517,BALOISE HOLDING AG,Xetra
I,BMM.DE,DE0005275507,BRUEDER MANNESMANN,Xetra
I,BMW.DE,DE0005190003,Bayerische Motoren Werke AG,Xetra
I,BMW3.DE,DE0005190037,BAYERISCHE MOTOREN WERKE AG,Xetra
I,BNN.DE,DE0005203947,B.R.A.I.N. Biotechnology AG,Xetra
I,BNR.DE,DE000A1DAHH0,BRENNTAG AG,Xetra
I,BNT1.DE,DE000A0V9L94,EYEMAXX REAL ESTATE AG,Xetra
I,BOSS.DE,DE000A1PHFF7,Hugo Boss AG,Xetra
I,BPI.DE,PTBPI0AM0004,BCO BPI NOM.+PORT.REG.,Xetra
I,BRB.DE,BMG1120X1039,BIOMAX RUBB.INDUST.EO-001,Xetra
I,BSL.DE,DE0005102008,BASLER AG,Xetra
I,BST.DE,DE000A1X3YY0,BASTEI LUEBBE AG O.N.,Xetra
I,BTBB.DE,DE000A2E3772,SLEEPZ AG INH. O.N.,Xetra
I,BVB.DE,DE0005493092,BORUSSIA DORTMUND GMBH & CO KGAA,Xetra
I,BW6.DE,NZBWME0001S2,BANCORP WEALTH MANAGM.NZ,Xetra
I,BWB.DE,DE0005088108,BAADER BANK AG,Xetra
I,BWJ.DE,SE0000869646,BOLIDEN AB SK 2,Xetra
I,BWO.DE,AT00BUWOG001,BUWOG AG,Xetra
I,BWQ.DE,DE000A0M93V6,ADV.BLOCKCHAIN AG INH ON,Xetra
I,BX7.DE,BE0003810273,BELGACOM SA,Xetra
I,BY6.DE,CNE100000296,BYD CO. LTD H YC 1,Xetra
I,BYW.DE,DE0005194005,BAYWA AG,Xetra
I,BYW6.DE,DE0005194062,BAYWA AG,Xetra
I,BZ6.DE,AT000KAPSCH9,KAPSCH TRAFFICCOM AG,Xetra
I,BZX.DE,BMG196F11004,CATLIN GROUP LTD DL-.01,Xetra
I,BZY.DE,AT0000641352,CA IMMOB.ANL.,Xetra
I,C1V.DE,DE0006204589,MVISE AG,Xetra
I,C2Z.DE,CA14146A1030,CARDIFF ENERGY CORP.,Xetra
I,C3H1.DE,CA43004Y1016,HIGHLAND COPPER CO.,Xetra
I,C8I.DE,AT0000613005,C-QUADRAT INVESTMENT AG,Xetra
I,C8V.DE,GI000A0F6407,888 HOLDINGS PLC LS-.005,Xetra
I,CAG.DE,DE000A2AA402,CLEREAG,Xetra
I,CAP.DE,DE0006095003,ENCAVIS AG INH. O.N.,Xetra
I,CAPN.DE,DE000A2TSVX4,CAPITAL STAGE AG NEUE,Xetra
I,CB7.DE,DE000A12UKD1,SOLVESTA AG,Xetra
I,CBA.DE,BMG1368B1028,BRILL. CHINA AUT. DL-.01,Xetra
I,CBGB.DE,DK0010181759,CARLSBERG A/S NAM. B DK20,Xetra
I,CBHD.DE,DK0060448595,COLOPLAST NAM. B DK 1,Xetra
I,CBK.DE,DE000CBK1001,COMMERZBANK AG,Xetra
I,CC1.DE,DE000A2DA414,CONSUS COMM.PTY AG NA ON,Xetra
