"id","created_at","operation","ticker","quantity","price","amount","fees","stop_loss","take_profit","trailing_stop_distance","highest_price","status","status_at","notes"
"426ede25","2026-01-05 14:00:00","BUY","CA.PA","58","","","0.0","13.325","14.8731","","","completed","2026-05-06T17:59:04.053812","Limit order d197b8f0 executed @ nan"
"3e55edbe","2026-01-05 14:00:00","BUY","ACA.PA","57","","","0.0","16.655","18.3051","","","completed","2026-05-06T17:59:04.055877","Limit order eae11778 executed @ nan"
"cc3b16b2","2026-01-05 14:00:00","BUY","CS.PA","23","","","0.0","38.13","42.2307","","","completed","2026-05-06T17:59:04.057720","Limit order 0d45c0ab executed @ nan"
"054f110c","2026-01-05 14:00:00","BUY","ENGI.PA","35","","","0.0","20.2925","22.6168","","","completed","2026-05-06T17:59:04.059558","Limit order b5202b29 executed @ nan"
"b6e2dcd9","2026-01-05 14:00:00","BUY","STMPA.PA","20","","","0.0","20.5974","24.7436","","","completed","2026-05-06T17:59:04.061409","Limit order 406a8ed2 executed @ nan"
"3e602ebf","2026-01-05 14:00:00","BUY","STLAP.PA","154","9.611000061035156","1480.09","0.0","9.425000381469726","10.2855","0.4250000000000007","9.850000381469727","completed","2026-05-06T17:59:04.075146","Order 7b16ac51 executed"
"eb7d8781","2026-01-05 14:00:00","BUY","MT.AS","18","39.352848052978516","708.35","0.0","36.98925567114526","41.609","3.7199000000000026","40.70915567114526","completed","2026-05-06T17:59:04.078345","Order bbf453b0 executed"
"65ca6c89","2026-01-05 14:00:00","BUY","BNP.PA","10","81.87000274658203","818.7","0.0","74.9900033569336","84.9159","7.739999999999995","82.7300033569336","completed","2026-05-06T17:59:04.081143","Order f2ab297f executed"
"980f1dfd","2026-01-05 14:00:00","BUY","GLE.PA","14","70.08","981.12","0.0","60.899997863769535","73.4654","9.839999999999996","70.73999786376953","completed","2026-05-06T17:59:04.084295","Order f202e4fe executed"
"64e318d2","","BUY","CA.PA","58","","","0.0","13.325","14.8731","","","completed","2026-05-06T17:59:04.604244","Limit order a06fd1e7 executed @ nan"
"291e734b","","BUY","ACA.PA","57","","","0.0","16.655","18.3051","","","completed","2026-05-06T17:59:04.606225","Limit order 4f49bf3f executed @ nan"
"dce78732","","BUY","CS.PA","23","","","0.0","38.13","42.2307","","","completed","2026-05-06T17:59:04.608166","Limit order 81a42e7d executed @ nan"
"af78b6ad","","BUY","ENGI.PA","35","","","0.0","20.2925","22.6168","","","completed","2026-05-06T17:59:04.610186","Limit order 7b207a02 executed @ nan"
"4e4a4704","","BUY","STMPA.PA","20","","","0.0","20.5974","24.7436","","","completed","2026-05-06T17:59:04.612125","Limit order 13658501 executed @ nan"
"3718119e","","BUY","STLAP.PA","154","9.394000053405762","1446.68","0.0","9.340999794006347","10.2855","0.4250000000000007","9.765999794006348","completed","2026-05-06T17:59:04.626316","Order 0994e87f executed"
